"lower_bound_ip_address","upper_bound_ip_address","country"
1434550272,1434583039,"Saudi Arabia"
1434583040,1434615807,"Bulgaria"
1434615808,1434648575,"Israel"
1434648576,1434681343,"Finland"
1434681344,1434714111,"Germany"
1434714112,1434746879,"Azerbaijan"
1434746880,1434779647,"Czech Republic"
1434779648,1434812415,"United Kingdom"
1434812416,1434845183,"Iran (ISLAMIC Republic Of)"
1434845184,1434877951,"Finland"
1434877952,1434910719,"Ireland"
1434910720,1434943487,"Czech Republic"
1434943488,1434976255,"Slovakia (SLOVAK Republic)"
1434976256,1435107327,"Spain"
1435107328,1435238399,"Portugal"
1435238400,1435369471,"Russian Federation"
1435369472,1435500543,"Russian Federation"
1435500544,1436024831,"Netherlands"
1436024832,1436090367,"Spain"
1436090368,1436155903,"Turkey"
1436155904,1436221439,"Oman"
1436221440,1436286975,"Spain"
1436286976,1436352511,"Finland"
1436352512,1436418047,"Finland"
1436418048,1436420095,"Germany"
1436422144,1436424191,"France"
1436424192,1436426239,"Switzerland"
1436426240,1436428287,"Bosnia and Herzegowina"
1436428288,1436430335,"United Kingdom"
1436430336,1436432383,"Russian Federation"
1436432384,1436434431,"United Kingdom"
1436434432,1436436479,"United Kingdom"
1436436480,1436438527,"Latvia"
1436438528,1436440575,"Italy"
1436440576,1436442623,"Russian Federation"
1436442624,1436444671,"Turkey"
1436444672,1436446719,"Belgium"
1436446720,1436448767,"France"
1436448768,1436450815,"France"
1436450816,1436452863,"Bahrain"
1436452864,1436454911,"United Kingdom"
1436454912,1436456959,"Azerbaijan"
1436456960,1436459007,"United Kingdom"
1436459008,1436461055,"Netherlands"
1436461056,1436463103,"Spain"
1436463104,1436465151,"Germany"
1436465152,1436467199,"Russian Federation"
1436467200,1436469247,"Germany"
1436469248,1436471295,"Netherlands"
1436471296,1436473343,"Belgium"
1436473344,1436475391,"Romania"
1436475392,1436477439,"Austria"
1436477440,1436479487,"Switzerland"
1436479488,1436481535,"Russian Federation"
1436481536,1436483583,"Netherlands"
1436483584,1436485631,"Ukraine"
1436485632,1436487679,"Germany"
1436487680,1436489727,"Ireland"
1436489728,1436491775,"Kazakhstan"
1436491776,1436493823,"Russian Federation"
1436493824,1436495871,"Russian Federation"
1436495872,1436497919,"Hungary"
1436497920,1436499967,"United Kingdom"
1436499968,1436502015,"Turkey"
1436502016,1436504063,"Turkey"
1436504064,1436506111,"United Kingdom"
1436506112,1436508159,"United Kingdom"
1436508160,1436510207,"Netherlands"
1436510208,1436512255,"Slovakia (SLOVAK Republic)"
1436512256,1436514303,"Netherlands"
1436514304,1436516351,"Gibraltar"
1436516352,1436518399,"United Kingdom"
1436518400,1436520447,"United Kingdom"
1436520448,1436522495,"Italy"
1436522496,1436524543,"United Kingdom"
1436524544,1436526591,"Israel"
1436526592,1436528639,"United Kingdom"
1436528640,1436530687,"Italy"
1436530688,1436532735,"United Kingdom"
1436532736,1436534783,"Italy"
1436534784,1436536831,"Italy"
1436536832,1436538879,"United Kingdom"
1436538880,1436540927,"Jordan"
1436540928,1436542975,"Russian Federation"
1436542976,1436545023,"Netherlands"
1436545024,1436547071,"Germany"
1436547072,1436549119,"United Kingdom"
1436549120,1436811263,"Czech Republic"
1436811264,1437073407,"Norway"
1437073408,1437335551,"France"
1437335552,1437597695,"Russian Federation"
1437597696,1438121983,"Germany"
1438121984,1438187519,"Netherlands"
1438187520,1438253055,"Iran (ISLAMIC Republic Of)"
1438253056,1438318591,"Romania"
1438318592,1438384127,"Bulgaria"
1438384128,1438400511,"Finland"
1438400512,1438416895,"Sweden"
1438416896,1438433279,"Sweden"
1438433280,1438449663,"United Kingdom"
1438449664,1438515199,"United Kingdom"
1438515200,1438580735,"Germany"
1438580736,1438646271,"Netherlands"
1438646272,1438662655,"Russian Federation"
1438662656,1438679039,"Spain"
1438679040,1438695423,"Russian Federation"
1438695424,1438711807,"France"
1438711808,1438728191,"Czech Republic"
1438728192,1438744575,"Russian Federation"
1438744576,1438748671,"Austria"
1438748672,1438752767,"United Kingdom"
1438752768,1438760959,"Austria"
1438760960,1438777343,"Poland"
1438777344,1438793727,"Sweden"
1438793728,1438810111,"Saudi Arabia"
1438810112,1438826495,"Sweden"
1438826496,1438842879,"Finland"
1438842880,1438859263,"Sweden"
1438859264,1438875647,"Germany"
1438875648,1438892031,"Russian Federation"
1438892032,1438908415,"Switzerland"
1438908416,1438924799,"Greece"
1438924800,1438941183,"Norway"
1438941184,1438957567,"Bulgaria"
1438957568,1438973951,"Estonia"
1438973952,1438990335,"Germany"
1438990336,1439006719,"Germany"
1439006720,1439023103,"Sweden"
1439023104,1439039487,"Iceland"
1439039488,1439055871,"Iran (ISLAMIC Republic Of)"
1439055872,1439072255,"Russian Federation"
1439072256,1439088639,"Ukraine"
1439088640,1439105023,"Poland"
1439105024,1439121407,"Austria"
1439121408,1439137791,"Germany"
1439137792,1439154175,"Germany"
1439154176,1439162367,"United Kingdom"
1439162368,1439170559,"United Kingdom"
1439170560,1439236095,"Norway"
1439236096,1439301631,"Belgium"
1439301632,1439305727,"Russian Federation"
1439305728,1439309823,"Denmark"
1439309824,1439313919,"Poland"
1439313920,1439318015,"Poland"
1439318016,1439322111,"Denmark"
1439326208,1439330303,"Poland"
1439330304,1439334399,"Serbia"
1439334400,1439338495,"Russian Federation"
1439338496,1439342591,"Poland"
1439342592,1439346687,"Ukraine"
1439346688,1439350783,"Russian Federation"
1439354880,1439358975,"Poland"
1439358976,1439363071,"Russian Federation"
1439363072,1439367167,"Russian Federation"
1439367168,1439432703,"Netherlands"
1439432704,1439498239,"Romania"
1439498240,1439563775,"Germany"
1439563776,1439629311,"Lithuania"
1439629312,1439694847,"Czech Republic"
1439694848,1439825919,"Saudi Arabia"
1439825920,1439956991,"United Kingdom"
1439956992,1440088063,"Germany"
1440088064,1440219135,"Germany"
1440219136,1440251903,"Germany"
1440251904,1440284671,"Slovakia (SLOVAK Republic)"
1440284672,1440317439,"Finland"
1440317440,1440350207,"Bulgaria"
1440350208,1440382975,"Switzerland"
1440382976,1440415743,"Denmark"
1440415744,1440448511,"Spain"
1440448512,1440481279,"Poland"
1440481280,1440514047,"Iceland"
1440514048,1440546815,"Germany"
1440546816,1440579583,"Norway"
1440579584,1440612351,"Poland"
1440612352,1440645119,"Poland"
1440645120,1440677887,"Serbia"
1440677888,1440710655,"Netherlands"
1440710656,1440743423,"Ukraine"
1440743424,1441267711,"Sweden"
1441267712,1441275903,"Germany"
1441275904,1441284095,"United Kingdom"
1441284096,1441292287,"Austria"
1441292288,1441300479,"Russian Federation"
1441300480,1441308671,"Lithuania"
1441308672,1441316863,"Sweden"
1441316864,1441325055,"Malta"
1441325056,1441333247,"Poland"
1441333248,1441341439,"Germany"
1441341440,1441349631,"Germany"
1441349632,1441357823,"Russian Federation"
1441357824,1441366015,"Austria"
1441366016,1441374207,"Russian Federation"
1441374208,1441382399,"United Kingdom"
1441382400,1441390591,"France"
1441390592,1441398783,"Denmark"
1441398784,1441406975,"Russian Federation"
1441406976,1441415167,"Russian Federation"
1441415168,1441423359,"United Kingdom"
1441423360,1441431551,"Russian Federation"
1441431552,1441439743,"United Kingdom"
1441439744,1441447935,"Latvia"
1441447936,1441456127,"Belgium"
1441456128,1441464319,"Netherlands"
1441464320,1441472511,"Sweden"
1441472512,1441480703,"Russian Federation"
1441480704,1441488895,"Turkey"
1441488896,1441497087,"United Kingdom"
1441497088,1441505279,"Italy"
1441505280,1441513471,"Russian Federation"
1441513472,1441521663,"Russian Federation"
1441521664,1441529855,"Denmark"
1441529856,1441538047,"Russian Federation"
1441538048,1441546239,"Germany"
1441546240,1441554431,"Denmark"
1441554432,1441562623,"United Kingdom"
1441562624,1441564671,"United Kingdom"
1441564672,1441566719,"Netherlands"
1441566720,1441568767,"United Kingdom"
1441568768,1441570815,"France"
1441570816,1441579007,"Russian Federation"
1441579008,1441587199,"Germany"
1441587200,1441595391,"Austria"
1441595392,1441603583,"Austria"
1441603584,1441611775,"Russian Federation"
1441611776,1441619967,"Germany"
1441619968,1441628159,"France"
1441628160,1441636351,"Saudi Arabia"
1441636352,1441644543,"Poland"
1441644544,1441652735,"United Kingdom"
1441652736,1441660927,"Slovakia (SLOVAK Republic)"
1441660928,1441669119,"Spain"
1441669120,1441677311,"Georgia"
1441677312,1441685503,"Hungary"
1441685504,1441693695,"Ukraine"
1441693696,1441701887,"Germany"
1441701888,1441710079,"Austria"
1441710080,1441718271,"Sweden"
1441718272,1441726463,"Germany"
1441726464,1441734655,"Kuwait"
1441734656,1441742847,"Russian Federation"
1441742848,1441751039,"Czech Republic"
1441751040,1441759231,"Germany"
1441759232,1441763327,"Bulgaria"
1441763328,1441767423,"Bulgaria"
1441767424,1441775615,"Italy"
1441775616,1441783807,"Spain"
1441783808,1441791999,"Czech Republic"
1441792000,1442316287,"Portugal"
1442316288,1442381823,"Slovakia (SLOVAK Republic)"
1442381824,1442447359,"Russian Federation"
1442447360,1442512895,"Israel"
1442512896,1442578431,"Spain"
1442578432,1442643967,"Norway"
1442643968,1442709503,"Estonia"
1442709504,1442742271,"Latvia"
1442742272,1442758655,"Latvia"
1442758656,1442775039,"Latvia"
1442775040,1442779135,"Poland"
1442779136,1442783231,"Germany"
1442783232,1442787327,"Norway"
1442787328,1442791423,"Lithuania"
1442791424,1442795519,"Latvia"
1442799616,1442803711,"Lithuania"
1442803712,1442807807,"Romania"
1442807808,1442811903,"Bulgaria"
1442811904,1442815999,"Austria"
1442816000,1442820095,"Bulgaria"
1442820096,1442822143,"Ukraine"
1442822144,1442824191,"Russian Federation"
1442824192,1442828287,"Belgium"
1442828288,1442832383,"Netherlands"
1442832384,1442836479,"United Kingdom"
1442836480,1442840575,"Poland"
1442840576,1444937727,"United Kingdom"
1444937728,1445068799,"Austria"
1445068800,1445199871,"Romania"
1445199872,1445330943,"Qatar"
1445330944,1445396479,"Lithuania"
1445396480,1445429247,"Belgium"
1445429248,1445462015,"Belgium"
1445462016,1445986303,"Ireland"
1445986304,1446051839,"Denmark"
1446051840,1446117375,"Czech Republic"
1446117376,1446182911,"Finland"
1446182912,1446248447,"Saudi Arabia"
1446248448,1446313983,"Denmark"
1446313984,1446379519,"United Kingdom"
1446379520,1446445055,"United Kingdom"
1446445056,1446510591,"Romania"
1446510592,1446543359,"Germany"
1446543360,1446576127,"Austria"
1446576128,1446608895,"Iran (ISLAMIC Republic Of)"
1446608896,1446641663,"Belarus"
1446641664,1446674431,"Slovenia"
1446674432,1446707199,"Denmark"
1446707200,1446739967,"Austria"
1446739968,1446772735,"Hungary"
1446772736,1446805503,"Saudi Arabia"
1446805504,1446838271,"Finland"
1446838272,1446871039,"Slovenia"
1446871040,1446903807,"Czech Republic"
1446920192,1446936575,"Russian Federation"
1446936576,1446952959,"Norway"
1446952960,1446969343,"Qatar"
1446969344,1446985727,"United Kingdom"
1446985728,1447002111,"Poland"
1447002112,1447010303,"Poland"
1447010304,1447018495,"Latvia"
1447018496,1447026687,"Czech Republic"
1447026688,1447034879,"France"
1447034880,1448083455,"France"
1448083456,1449132031,"Netherlands"
1449132032,1449394175,"United Arab Emirates"
1449394176,1449459711,"Lithuania"
1449459712,1449525247,"Hungary"
1449525248,1449590783,"Russian Federation"
1449590784,1449656319,"Germany"
1449656320,1449918463,"Romania"
1449918464,1449951231,"Jordan"
1449951232,1449983999,"Turkey"
1449984000,1449992191,"Netherlands"
1449992192,1450000383,"United Kingdom"
1450000384,1450008575,"Hungary"
1450008576,1450016767,"Spain"
1450016768,1450024959,"Italy"
1450024960,1450033151,"Spain"
1450033152,1450041343,"Russian Federation"
1450041344,1450049535,"Germany"
1450049536,1450057727,"Russian Federation"
1450057728,1450065919,"Estonia"
1450065920,1450074111,"Germany"
1450074112,1450082303,"Russian Federation"
1450082304,1450090495,"Italy"
1450090496,1450098687,"Russian Federation"
1450098688,1450106879,"Russian Federation"
1450106880,1450115071,"Slovakia (SLOVAK Republic)"
1450115072,1450123263,"Russian Federation"
1450123264,1450131455,"Austria"
1450131456,1450139647,"Ukraine"
1450139648,1450147839,"Poland"
1450147840,1450151935,"Switzerland"
1450151936,1450153983,"Iraq"
1450153984,1450156031,"Germany"
1450156032,1450164223,"United Kingdom"
1450164224,1450166271,"Saudi Arabia"
1450166272,1450168319,"Poland"
1450170368,1450172415,"United Kingdom"
1450172416,1450174463,"Ukraine"
1450174464,1450176511,"Germany"
1450176512,1450178559,"Poland"
1450178560,1450180607,"Germany"
1450180608,1450311679,"United Kingdom"
1450311680,1450442751,"Finland"
1450442752,1450573823,"Switzerland"
1450573824,1450704895,"Switzerland"
1450704896,1451229183,"Romania"
1451229184,1455423487,"United Kingdom"
1455423488,1459617791,"France"
1459617792,1461714943,"Italy"
1461714944,1462763519,"Ireland"
1462763520,1463812095,"Denmark"
1463812096,1464074239,"Belgium"
1464074240,1464336383,"Israel"
1464336384,1464467455,"Denmark"
1464467456,1464598527,"United Kingdom"
1464598528,1464602623,"Russian Federation"
1464602624,1464606719,"United States"
1464606720,1464614911,"Kazakhstan"
1464614912,1464631295,"Ukraine"
1464631296,1464664063,"Ukraine"
1464664064,1464729599,"Germany"
1464729600,1464860671,"Germany"
1464860672,1464991743,"United Kingdom"
1464991744,1465122815,"United Kingdom"
1465122816,1465384959,"United Kingdom"
1465384960,1465647103,"France"
1465647104,1465909247,"Finland"
1465909248,1465942015,"Poland"
1465942016,1465974783,"Sweden"
1465974784,1466007551,"Hungary"
1466007552,1466040319,"Bulgaria"
1466040320,1466073087,"Estonia"
1466073088,1466105855,"France"
1466105856,1466122239,"Poland"
1466122240,1466130431,"Latvia"
1466130432,1466138623,"Poland"
1466138624,1466171391,"Sweden"
1466171392,1466204159,"France"
1466204160,1466236927,"Finland"
1466236928,1466241023,"Netherlands"
1466241024,1466245119,"Poland"
1466245120,1466249215,"Poland"
1466249216,1466253311,"Greece"
1466253312,1466257407,"Poland"
1466261504,1466265599,"United Kingdom"
1466265600,1466269695,"Hungary"
1466269696,1466302463,"Saudi Arabia"
1466302464,1466335231,"United Kingdom"
1466335232,1466367999,"Switzerland"
1466368000,1466400767,"Portugal"
1466400768,1466433535,"Russian Federation"
1466433536,1466499071,"Denmark"
1466499072,1466564607,"Poland"
1466564608,1466630143,"Germany"
1466630144,1466695679,"Iran (ISLAMIC Republic Of)"
1466695680,1466761215,"Finland"
1466761216,1466826751,"Saudi Arabia"
1466826752,1466892287,"Latvia"
1466892288,1466957823,"Spain"
1466957824,1467219967,"United Kingdom"
1467219968,1467236351,"Denmark"
1467236352,1467244543,"Bulgaria"
1467244544,1467248639,"Bulgaria"
1467248640,1467252735,"Bulgaria"
1467252736,1467269119,"Serbia"
1467269120,1467285503,"Poland"
1467285504,1467301887,"Russian Federation"
1467301888,1467318271,"United Kingdom"
1467318272,1467326463,"Russian Federation"
1467326464,1467334655,"Russian Federation"
1467334656,1467351039,"United Kingdom"
1467351040,1467367423,"Norway"
1467367424,1467383807,"Germany"
1467383808,1467400191,"Bulgaria"
1467400192,1467416575,"Russian Federation"
1467416576,1467432959,"Poland"
1467432960,1467449343,"Bulgaria"
1467449344,1467457535,"Slovenia"
1467457536,1467465727,"Estonia"
1467465728,1467473919,"Germany"
1467473920,1467482111,"Russian Federation"
1467482112,1467613183,"Bulgaria"
1467613184,1467744255,"Germany"
1467744256,1467875327,"United Kingdom"
1467875328,1467940863,"Bulgaria"
1467940864,1468006399,"United Kingdom"
1468006400,1470103551,"Germany"
1470103552,1472200703,"Germany"
1472200704,1472266239,"Ireland"
1472266240,1472331775,"Germany"
1472331776,1472397311,"United Kingdom"
1472397312,1472462847,"Netherlands"
1472462848,1472528383,"Portugal"
1472528384,1472593919,"Slovakia (SLOVAK Republic)"
1472593920,1472659455,"Ireland"
1472659456,1472724991,"Poland"
1472724992,1472856063,"United Arab Emirates"
1472856064,1472987135,"Greece"
1472987136,1473118207,"Poland"
1473118208,1473249279,"Poland"
1473249280,1473773567,"Netherlands"
1473773568,1474297855,"Spain"
1474297856,1474330623,"United Kingdom"
1474330624,1474363391,"Russian Federation"
1474363392,1474396159,"Russian Federation"
1474396160,1474428927,"Germany"
1474428928,1474461695,"Latvia"
1474461696,1474494463,"Russian Federation"
1474494464,1474527231,"Sweden"
1474527232,1474559999,"Bulgaria"
1474560000,1474592767,"Russian Federation"
1474592768,1474625535,"Cyprus"
1474625536,1474658303,"Hungary"
1474658304,1474691071,"Russian Federation"
1474691072,1474723839,"Germany"
1474723840,1474756607,"Saudi Arabia"
1474756608,1474789375,"France"
1474789376,1474822143,"France"
1474822144,1474887679,"Ireland"
1474887680,1474953215,"Netherlands"
1474953216,1475018751,"Germany"
1475018752,1475084287,"Spain"
1475084288,1475086335,"Netherlands"
1475086336,1475088383,"Russian Federation"
1475088384,1475090431,"Russian Federation"
1475090432,1475092479,"Russian Federation"
1475092480,1475094527,"Cyprus"
1475094528,1475096575,"Russian Federation"
1475096576,1475098623,"Bahrain"
1475098624,1475100671,"United Kingdom"
1475100672,1475102719,"United Kingdom"
1475102720,1475104767,"France"
1475104768,1475106815,"Russian Federation"
1475106816,1475108863,"Portugal"
1475108864,1475110911,"Netherlands"
1475110912,1475112959,"Germany"
1475112960,1475115007,"Austria"
1475115008,1475117055,"Kuwait"
1475117056,1475119103,"United Kingdom"
1475119104,1475121151,"Bahrain"
1475121152,1475123199,"United Kingdom"
1475123200,1475125247,"Finland"
1475125248,1475127295,"Italy"
1475127296,1475129343,"Finland"
1475129344,1475131391,"Belgium"
1475131392,1475133439,"Russian Federation"
1475133440,1475135487,"Czech Republic"
1475135488,1475137535,"Switzerland"
1475137536,1475139583,"United Kingdom"
1475139584,1475141631,"Spain"
1475141632,1475143679,"Finland"
1475143680,1475145727,"Jordan"
1475145728,1475147775,"Spain"
1475147776,1475149823,"United Kingdom"
1475149824,1475151871,"Netherlands"
1475151872,1475153919,"Belgium"
1475153920,1475155967,"United Kingdom"
1475155968,1475158015,"Netherlands"
1475158016,1475160063,"Iceland"
1475160064,1475162111,"Russian Federation"
1475162112,1475164159,"United Kingdom"
1475164160,1475166207,"United Kingdom"
1475166208,1475168255,"United Kingdom"
1475168256,1475170303,"United Kingdom"
1475170304,1475172351,"Spain"
1475172352,1475174399,"Germany"
1475174400,1475176447,"Netherlands"
1475176448,1475178495,"Romania"
1475178496,1475180543,"Russian Federation"
1475180544,1475182591,"Germany"
1475182592,1475184639,"Germany"
1475184640,1475186687,"Russian Federation"
1475186688,1475188735,"Germany"
1475188736,1475190783,"Sweden"
1475190784,1475192831,"United Kingdom"
1475192832,1475194879,"Switzerland"
1475194880,1475196927,"Germany"
1475196928,1475198975,"France"
1475198976,1475201023,"Bahrain"
1475201024,1475203071,"Serbia"
1475203072,1475205119,"Sweden"
1475205120,1475207167,"Germany"
1475207168,1475209215,"United Arab Emirates"
1475209216,1475211263,"Uzbekistan"
1475211264,1475213311,"Germany"
1475213312,1475215359,"France"
1475215360,1475223551,"Italy"
1475223552,1475231743,"Norway"
1475231744,1475233791,"Norway"
1475233792,1475235839,"United Kingdom"
1475235840,1475237887,"Ireland"
1475237888,1475239935,"Spain"
1475239936,1475241983,"Russian Federation"
1475241984,1475244031,"Monaco"
1475244032,1475246079,"Germany"
1475246080,1475248127,"Germany"
1475248128,1475250175,"Jordan"
1475250176,1475252223,"Germany"
1475252224,1475254271,"France"
1475254272,1475256319,"Ukraine"
1475256320,1475258367,"Belgium"
1475258368,1475260415,"Netherlands"
1475260416,1475262463,"France"
1475262464,1475264511,"Germany"
1475264512,1475266559,"Germany"
1475266560,1475268607,"United Kingdom"
1475268608,1475270655,"Serbia"
1475270656,1475272703,"United Kingdom"
1475272704,1475274751,"Belgium"
1475274752,1475276799,"Russian Federation"
1475276800,1475278847,"Spain"
1475278848,1475280895,"Denmark"
1475280896,1475282943,"Russian Federation"
1475282944,1475284991,"Netherlands"
1475284992,1475287039,"United Kingdom"
1475287040,1475289087,"Russian Federation"
1475289088,1475291135,"Russian Federation"
1475291136,1475293183,"Poland"
1475295232,1475297279,"Slovakia (SLOVAK Republic)"
1475297280,1475299327,"Denmark"
1475299328,1475301375,"Poland"
1475301376,1475303423,"Lithuania"
1475303424,1475305471,"Poland"
1475305472,1475307519,"Netherlands"
1475307520,1475309567,"Russian Federation"
1475309568,1475311615,"Lithuania"
1475311616,1475313663,"Finland"
1475313664,1475315711,"Germany"
1475315712,1475317759,"United States"
1475317760,1475319807,"Russian Federation"
1475319808,1475321855,"Bulgaria"
1475321856,1475323903,"Romania"
1475323904,1475325951,"Poland"
1475325952,1475327999,"Poland"
1475328000,1475330047,"Germany"
1475330048,1475332095,"Poland"
1475332096,1475334143,"Liechtenstein"
1475334144,1475336191,"Switzerland"
1475336192,1475338239,"Poland"
1475338240,1475340287,"Romania"
1475340288,1475342335,"Greece"
1475342336,1475344383,"Poland"
1475344384,1475346431,"Romania"
1475346432,1475362815,"Russian Federation"
1475362816,1475379199,"France"
1475379200,1475395583,"Russian Federation"
1475395584,1475411967,"Luxembourg"
1475411968,1475428351,"Italy"
1475428352,1475444735,"Sweden"
1475444736,1475461119,"Armenia"
1475461120,1475477503,"Russian Federation"
1475477504,1475493887,"Hungary"
1475493888,1475510271,"Russian Federation"
1475510272,1475526655,"United Kingdom"
1475526656,1475543039,"United Kingdom"
1475543040,1475559423,"Romania"
1475559424,1475575807,"Greece"
1475575808,1475592191,"Austria"
1475592192,1475608575,"United Kingdom"
1475608576,1475610623,"Russian Federation"
1475610624,1475612671,"Russian Federation"
1475612672,1475614719,"Russian Federation"
1475614720,1475616767,"Russian Federation"
1475616768,1475624959,"Russian Federation"
1475624960,1475641343,"Jersey"
1475641344,1475657727,"Ukraine"
1475657728,1475674111,"Slovakia (SLOVAK Republic)"
1475674112,1475690495,"Germany"
1475690496,1475706879,"Switzerland"
1475706880,1475723263,"Russian Federation"
1475723264,1475739647,"United Kingdom"
1475739648,1475756031,"Bulgaria"
1475756032,1475772415,"United Kingdom"
1475772416,1475776511,"Latvia"
1475776512,1475780607,"Latvia"
1475780608,1475788799,"Latvia"
1475788800,1475805183,"Poland"
1475805184,1475821567,"Kazakhstan"
1475821568,1475837951,"Lithuania"
1475837952,1475846143,"United Kingdom"
1475846144,1475854335,"Iran (ISLAMIC Republic Of)"
1475854336,1475862527,"Austria"
1475862528,1475864575,"France"
1475864576,1475866623,"Italy"
1475866624,1475868671,"United Kingdom"
1475868672,1475870719,"Bulgaria"
1475870720,1475878911,"Norway"
1475878912,1475887103,"Italy"
1475887104,1475895295,"Poland"
1475895296,1475903487,"United Kingdom"
1475903488,1475911679,"Iran (ISLAMIC Republic Of)"
1475911680,1475919871,"Moldova Republic of"
1475919872,1475928063,"United Kingdom"
1475928064,1475936255,"Russian Federation"
1475936256,1475944447,"Russian Federation"
1475944448,1475952639,"Russian Federation"
1475952640,1475960831,"United Kingdom"
1475960832,1475969023,"Netherlands"
1475969024,1475977215,"Czech Republic"
1475977216,1475985407,"Sweden"
1475985408,1475993599,"Russian Federation"
1475993600,1476001791,"Russian Federation"
1476001792,1476009983,"Russian Federation"
1476009984,1476018175,"Serbia"
1476018176,1476026367,"Italy"
1476026368,1476034559,"Bosnia and Herzegowina"
1476034560,1476042751,"Netherlands"
1476042752,1476050943,"Poland"
1476050944,1476059135,"Russian Federation"
1476059136,1476067327,"Russian Federation"
1476067328,1476075519,"Turkey"
1476075520,1476083711,"Netherlands"
1476083712,1476091903,"Russian Federation"
1476091904,1476100095,"Russian Federation"
1476100096,1476108287,"Russian Federation"
1476108288,1476116479,"Russian Federation"
1476116480,1476124671,"Sweden"
1476124672,1476132863,"Poland"
1476132864,1476141055,"France"
1476141056,1476149247,"United Kingdom"
1476149248,1476157439,"Norway"
1476157440,1476165631,"Bahrain"
1476165632,1476173823,"Croatia (LOCAL Name: Hrvatska)"
1476173824,1476182015,"Bulgaria"
1476182016,1476190207,"Ireland"
1476190208,1476198399,"Belarus"
1476198400,1476206591,"Russian Federation"
1476206592,1476214783,"Georgia"
1476214784,1476222975,"Sweden"
1476222976,1476231167,"Italy"
1476231168,1476239359,"Netherlands"
1476239360,1476247551,"Germany"
1476247552,1476255743,"Russian Federation"
1476255744,1476257791,"Spain"
1476257792,1476259839,"France"
1476259840,1476263935,"Germany"
1476263936,1476272127,"United Kingdom"
1476272128,1476280319,"Norway"
1476280320,1476288511,"United Kingdom"
1476288512,1476296703,"Luxembourg"
1476296704,1476304895,"Russian Federation"
1476304896,1476313087,"Bulgaria"
1476313088,1476321279,"Finland"
1476321280,1476329471,"Monaco"
1476329472,1476337663,"Russian Federation"
1476337664,1476345855,"Netherlands"
1476345856,1476354047,"Moldova Republic of"
1476354048,1476362239,"Kenya"
1476362240,1476370431,"France"
1476370432,1476378623,"Sweden"
1476378624,1476386815,"Kazakhstan"
1476386816,1476395007,"Russian Federation"
1476395008,1478492159,"Spain"
1478492160,1480589311,"Italy"
1480589312,1481637887,"Germany"
1481637888,1481646079,"Sweden"
1481646080,1481654271,"Russian Federation"
1481654272,1481662463,"Italy"
1481662464,1481670655,"Bulgaria"
1481670656,1481678847,"Bulgaria"
1481678848,1481682943,"Sweden"
1481682944,1481684991,"Sweden"
1481684992,1481687039,"United Kingdom"
1481687040,1481695231,"Germany"
1481695232,1481703423,"Slovakia (SLOVAK Republic)"
1481703424,1481711615,"Saudi Arabia"
1481711616,1481719807,"Russian Federation"
1481719808,1481727999,"Czech Republic"
1481728000,1481736191,"Ireland"
1481736192,1481744383,"United Kingdom"
1481744384,1481752575,"Italy"
1481752576,1481760767,"Russian Federation"
1481760768,1481768959,"Ukraine"
1481768960,1481777151,"United Kingdom"
1481777152,1481785343,"Belgium"
1481785344,1481793535,"Russian Federation"
1481793536,1481801727,"Liechtenstein"
1481801728,1481809919,"United Kingdom"
1481809920,1481818111,"Russian Federation"
1481818112,1481826303,"Spain"
1481826304,1481834495,"Germany"
1481834496,1481842687,"Greenland"
1481842688,1481850879,"Sweden"
1481850880,1481859071,"Denmark"
1481859072,1481867263,"United Kingdom"
1481867264,1481875455,"Sweden"
1481875456,1481883647,"Czech Republic"
1481883648,1481891839,"Russian Federation"
1481891840,1481900031,"Czech Republic"
1481900032,1481908223,"Switzerland"
1481908224,1481916415,"Norway"
1481916416,1481924607,"Spain"
1481924608,1481932799,"Saudi Arabia"
1481932800,1481940991,"Germany"
1481940992,1481949183,"Norway"
1481949184,1481957375,"Russian Federation"
1481957376,1481965567,"Sweden"
1481965568,1481973759,"Switzerland"
1481973760,1481981951,"Faroe Islands"
1481981952,1481990143,"Netherlands"
1481990144,1481998335,"Macedonia"
1481998336,1482006527,"Finland"
1482006528,1482014719,"Russian Federation"
1482014720,1482022911,"Russian Federation"
1482022912,1482031103,"Saudi Arabia"
1482031104,1482039295,"Syrian Arab Republic"
1482039296,1482047487,"Sweden"
1482047488,1482055679,"Russian Federation"
1482055680,1482063871,"Czech Republic"
1482063872,1482072063,"Finland"
1482072064,1482080255,"Italy"
1482080256,1482088447,"Russian Federation"
1482088448,1482096639,"France"
1482096640,1482104831,"Bulgaria"
1482104832,1482113023,"Norway"
1482113024,1482121215,"Russian Federation"
1482121216,1482129407,"Italy"
1482129408,1482137599,"Spain"
1482137600,1482145791,"Ireland"
1482145792,1482153983,"Spain"
1482153984,1482162175,"Hungary"
1482162176,1482686463,"Norway"
1482686464,1482948607,"United Kingdom"
1482948608,1483210751,"Czech Republic"
1483210752,1483735039,"United Kingdom"
1483735040,1483866111,"Finland"
1483866112,1483997183,"Finland"
1483997184,1484128255,"Austria"
1484128256,1484259327,"Lithuania"
1484259328,1484783615,"France"
1484783616,1484849151,"Germany"
1484849152,1484914687,"Sweden"
1484914688,1484980223,"Germany"
1484980224,1485045759,"Sweden"
1485045760,1485111295,"Hungary"
1485111296,1485176831,"Germany"
