"user_id","signup_time","purchase_time","purchase_value","device_id","source","browser","sex","age","ip_address","class"
185560,2015-08-11 00:27:04,2015-11-12 10:04:13,12,"NKRCRSXPVCWOE","SEO","IE","F",38,47164780.8071637,0
200870,2015-05-04 14:15:41,2015-08-13 16:27:28,44,"UGIXMWDGNPQTR","Ads","Safari","M",30,4174058322.45283,0
94864,2015-01-09 06:59:01,2015-01-26 14:47:52,32,"MFPWLCSGFMGUC","Ads","Safari","F",40,1360405385.55483,0
138876,2015-01-19 20:00:59,2015-02-07 02:18:10,37,"QWWPFOWTDVUZF","Ads","Chrome","M",37,2284204462.87089,0
385652,2015-03-03 00:32:16,2015-04-13 03:26:40,57,"BFJIOBOBIJZUG","SEO","FireFox","F",39,1356242403.8616,0
326998,2015-04-17 09:44:28,2015-04-19 14:41:19,46,"ORZEHNQOKISEL","SEO","Safari","F",37,446375160.335373,0
337089,2015-01-21 18:31:12,2015-03-17 02:12:47,27,"PPVRGJUYMJAIW","Direct","Chrome","M",32,747468326.904447,0
362139,2015-04-11 13:56:16,2015-07-15 01:18:38,56,"MFJARIXYWHUVK","Direct","Chrome","F",22,2088486459.16942,0
342395,2015-03-05 05:23:53,2015-05-15 04:21:34,20,"POPYDXJENPDOP","Ads","Chrome","M",26,394367636.619875,0
328044,2015-03-23 03:48:00,2015-05-28 03:38:24,38,"FASZQHMJXKSJD","Direct","FireFox","M",43,3859743934.20305,0
87040,2015-03-10 22:23:09,2015-05-03 12:27:18,32,"BNBOQMRCYJIQA","SEO","FireFox","M",27,160487198.586561,0
161976,2015-01-10 13:09:31,2015-01-25 12:21:25,18,"CQMKDPEFSTZGK","Ads","Chrome","F",32,3836286576.90591,0
335171,2015-07-12 23:40:39,2015-10-27 08:41:24,34,"BHDMIOZNADDDQ","Ads","FireFox","M",39,3096119913.4457,0
326406,2015-05-02 13:18:08,2015-05-04 21:36:22,19,"TEQIJOTJQVESQ","Ads","Safari","F",31,1640215236.94962,0
312396,2015-02-16 07:56:16,2015-02-28 18:43:54,27,"LZRXEGQCPCDYI","Ads","FireFox","F",21,371663745.354927,0
14282,2015-03-22 01:59:29,2015-03-28 09:48:27,40,"BQKNUNVQPGVKU","SEO","Chrome","M",36,630475043.366808,0
177612,2015-01-15 04:01:50,2015-04-10 20:14:46,32,"VUSEQVVVEYRYB","SEO","Chrome","M",51,2284831720.08497,0
23591,2015-05-12 08:37:34,2015-08-10 06:26:52,63,"ISWCEJZNMQEVK","Ads","Chrome","F",21,3595913940.19808,0
198898,2015-05-08 04:01:21,2015-06-12 07:19:05,14,"FCMAXIWLYJRDG","SEO","Safari","M",33,3174748381.20375,0
158626,2015-05-25 06:20:01,2015-08-11 05:48:59,15,"OZAGCBRCFJFXK","Ads","FireFox","F",26,2041078125.72688,0
63436,2015-05-26 04:33:20,2015-09-06 02:45:29,13,"HSXVSFDMPMFFO","SEO","IE","M",47,1020563281.93539,0
79849,2015-01-09 14:39:23,2015-01-09 14:39:24,35,"QATSEOIQQQMCE","SEO","Chrome","M",33,1970711686.58092,1
228281,2015-05-02 02:23:01,2015-07-08 22:36:41,26,"ZFNFAUPTAEXSK","SEO","Chrome","M",22,2365796932.02,0
239942,2015-05-23 16:01:38,2015-08-16 20:55:01,16,"KZXKZBEPDARLF","SEO","IE","F",27,3702877840.71062,0
119957,2015-05-13 12:32:36,2015-07-22 17:32:38,17,"HHDSYCXQXFNUL","SEO","Chrome","M",20,520018582.117758,0
350565,2015-05-26 15:36:37,2015-08-19 22:26:15,44,"KGPZIXAWZZXTV","Direct","Chrome","M",21,1178570003.35704,0
251739,2015-05-23 02:31:44,2015-09-18 02:25:06,47,"FCTMPFQKUQNSG","SEO","Safari","M",24,3174044928.59271,0
330399,2015-08-02 16:13:20,2015-08-21 04:50:49,26,"DHJXGGWWMEZAQ","Ads","IE","F",32,2732608902.66784,0
349643,2015-06-11 04:37:44,2015-08-23 03:56:52,20,"ISWAFCEMDNXNM","SEO","IE","M",33,3194354980.22985,0
105955,2015-05-15 20:41:45,2015-06-17 04:20:32,35,"TWWTPEWDLNKRA","SEO","FireFox","F",45,920929399.748421,0
48691,2015-01-04 05:09:02,2015-03-05 14:38:25,47,"ASUJGNILKFRLE","Ads","IE","F",33,126615901.01951,0
233042,2015-01-12 15:19:22,2015-03-31 14:27:27,97,"DDFOOGXONFCKM","Direct","IE","F",50,2570705300.90061,0
104517,2015-07-31 16:48:05,2015-11-07 09:07:13,24,"EWPPQJNWSHMLU","Ads","Chrome","M",34,2755767225.84922,0
131421,2015-02-20 14:46:00,2015-03-03 09:47:55,18,"DRZVIEILAKBGA","SEO","Chrome","F",20,3776215828.57625,0
178850,2015-04-09 01:54:27,2015-06-12 15:52:04,10,"NCTHFHQZCHKND","SEO","Chrome","M",21,3992735898.85815,0
244662,2015-02-07 02:54:28,2015-05-17 15:38:16,34,"LZANGTLYZHLXR","Ads","IE","F",47,155524558.730014,0
383959,2015-01-16 03:13:53,2015-01-19 18:49:29,53,"BOGKNQKQDBNNJ","Direct","Chrome","M",30,1390916700.66304,0
76143,2015-04-19 03:08:23,2015-07-14 10:27:31,87,"MQORXFTBMOWRW","Ads","Safari","F",49,2560346414.30659,0
52116,2015-04-12 01:18:43,2015-07-08 17:25:38,39,"ZYAXNSCCDJMTH","SEO","Chrome","M",28,55820592.9853334,0
120830,2015-05-02 15:05:41,2015-06-05 09:42:32,42,"XBCOKUHUMAJSO","Direct","Chrome","M",21,118557372.956867,0
142651,2015-01-11 17:28:57,2015-01-11 17:28:58,60,"GKUTHNSWBTVKT","Ads","IE","F",21,2121749406.22529,1
304318,2015-02-13 16:32:03,2015-05-09 07:48:57,20,"FAEXWXPXBSPAY","Ads","IE","M",37,845215101.032791,0
274384,2015-02-28 01:35:20,2015-04-09 01:59:01,52,"BGOOGOUHGSYWK","Direct","Chrome","F",32,4284254575.46665,0
97417,2015-01-16 20:37:57,2015-03-01 09:53:33,41,"KZAIXLVEDUHIY","SEO","IE","M",49,2615323963.20513,0
392685,2015-03-21 11:05:15,2015-06-07 16:45:40,22,"AQWXRLSXVGQKY","SEO","IE","M",33,455070724.311274,0
122986,2015-07-25 08:14:05,2015-08-16 08:34:24,71,"IDTSIDSCKWQIV","Ads","IE","M",49,1210503592.36126,0
325413,2015-03-05 02:41:31,2015-03-25 21:10:41,16,"WJMVXAACXFKYK","Ads","IE","M",44,65608534.4214578,0
398217,2015-01-03 07:08:50,2015-01-03 07:08:51,21,"PKSEWALMTHOCS","SEO","Chrome","F",36,2181933259.81753,1
232317,2015-08-16 08:42:33,2015-09-19 06:48:38,16,"IKISKERXHIJZP","Ads","FireFox","F",31,3146963580.13562,0
305026,2015-03-15 01:31:31,2015-04-07 11:26:53,71,"DPCXSPDNUYPPL","SEO","Chrome","M",50,620057416.547224,0
324605,2015-04-17 12:25:22,2015-08-01 10:58:01,18,"ZJVWTAJICBTOE","Direct","Chrome","M",43,3139260854.67042,1
255366,2015-03-18 16:47:19,2015-04-29 00:09:33,67,"WBGJIVERTZKCU","Ads","FireFox","F",23,2110373150.70001,0
2624,2015-04-07 19:26:41,2015-07-21 15:41:08,31,"GXVDXILYKNCXF","Ads","Chrome","M",20,71505601.800434,0
188749,2015-02-22 06:56:00,2015-06-19 20:47:47,28,"RMDMCXCTRQMUS","SEO","FireFox","M",32,3721149940.71856,0
117365,2015-06-23 22:22:31,2015-09-20 12:59:44,25,"NPOFNLOBWHOGU","SEO","Safari","M",29,716626047.209106,0
172887,2015-01-12 06:21:01,2015-03-23 11:17:46,44,"UWIRVTUQVNDKK","Ads","Safari","M",30,3100159492.54016,0
62170,2015-01-10 07:20:00,2015-02-27 19:13:53,23,"EFQCMJQYEPDAR","Ads","FireFox","M",32,2719557498.0793,0
142006,2015-03-30 08:08:16,2015-06-30 19:48:06,26,"TDBEFMJEYDXEL","Ads","Safari","M",54,1354250114.07579,0
106137,2015-08-12 13:44:30,2015-12-01 22:52:42,45,"SGFUIBSSEANPU","Direct","Chrome","F",37,2549049912.97423,0
330144,2015-02-07 14:46:57,2015-03-07 20:05:58,95,"SERNQNSZVTWZV","SEO","FireFox","F",54,3309690242.45862,0
308763,2015-04-30 09:16:44,2015-05-25 15:53:45,15,"QTRBBJWFZPHME","Ads","Chrome","F",30,3067138947.17663,0
146533,2015-06-22 11:25:44,2015-10-10 00:34:38,41,"ZTCWUQCRIHMXM","Ads","FireFox","F",35,3062090744.78516,0
318955,2015-01-29 06:44:27,2015-05-15 05:46:26,58,"NJUILHVEHSPZT","Ads","Chrome","M",37,2142980591.29575,0
166902,2015-06-24 21:33:17,2015-08-21 08:17:15,23,"BWKHYRBJSKXUV","SEO","FireFox","M",22,4247909085.36739,0
244749,2015-04-25 22:32:34,2015-05-12 20:53:40,13,"FKGNGITGIBLNW","Direct","Chrome","M",18,3359509030.96219,0
335836,2015-04-16 16:50:29,2015-06-10 05:34:49,34,"NEPYKBXANCIHD","Ads","Chrome","M",42,27356674.3620582,0
265407,2015-04-04 06:17:59,2015-05-23 18:21:01,35,"WHNKIWZFJOASK","Ads","Chrome","M",33,3634379256.00842,0
114319,2015-03-11 10:29:25,2015-04-07 08:49:55,30,"DWLRAZNCPXXHD","Direct","Safari","M",32,790011568.604671,0
69061,2015-06-08 14:50:40,2015-08-02 05:33:11,16,"ZDVPIIEKBMAEZ","Ads","Chrome","F",34,57427985.3778066,1
252350,2015-06-24 10:40:40,2015-10-11 22:22:27,12,"XUSFKQMZVNWVL","SEO","Chrome","M",23,4042115505.34458,0
262533,2015-05-21 04:12:38,2015-07-15 03:06:35,32,"MVYBRQPAFMUTL","SEO","FireFox","M",46,2582810845.70966,0
346311,2015-07-04 01:45:51,2015-10-06 07:29:52,37,"QOEWIJXFPSYCB","SEO","FireFox","M",33,622709510.408104,0
204988,2015-07-04 04:30:52,2015-10-15 18:56:35,47,"CFPYZIUZMLJLN","Direct","Chrome","M",30,3755508563.90605,0
317398,2015-05-01 01:45:57,2015-07-29 08:55:40,55,"IFNWNOXTKORYV","Direct","Safari","M",40,681360913.83592,1
40454,2015-06-25 08:39:36,2015-09-27 09:15:28,81,"WDNSXIYMOVFJT","Ads","Chrome","M",21,984695269.853436,0
21092,2015-07-16 06:01:25,2015-09-26 15:53:44,21,"LRLPQZYXACSWY","SEO","IE","F",41,340702444.364427,0
382609,2015-08-06 11:31:31,2015-10-09 22:19:57,60,"GYBTJAKSFIOVB","Ads","Safari","M",50,1416831677.17981,0
286502,2015-06-12 19:25:54,2015-07-26 19:09:43,13,"GDTZVMLCBUSPX","SEO","Chrome","F",28,2147529781.85431,0
140389,2015-02-03 19:38:20,2015-03-27 10:25:22,48,"SHZDEKJSPKNRR","Ads","Chrome","F",51,1553061996.53757,0
86961,2015-06-15 19:18:21,2015-09-27 05:40:25,35,"DVFOROLCTBWWF","SEO","IE","F",41,1649980367.85891,0
371007,2015-07-12 02:33:29,2015-09-18 14:24:11,19,"CVDNSKTZQXSEA","Ads","Chrome","F",55,4261083620.83994,0
343456,2015-01-25 00:58:59,2015-02-26 11:27:23,61,"WCVJWYMKYTNOC","Ads","FireFox","F",24,1921550452.09866,0
245669,2015-08-07 04:17:44,2015-09-06 06:28:10,14,"ZSMLEBMFCPQUN","Direct","FireFox","F",27,1130434137.97604,1
86946,2015-05-27 08:46:02,2015-08-07 10:09:26,42,"RNTOGHZSPBMKD","SEO","Safari","M",23,3871447371.65391,1
99141,2015-06-04 01:02:46,2015-08-03 20:26:34,9,"ZODXCRCVGXTDW","SEO","IE","M",52,212030743.994795,0
15700,2015-01-31 02:17:19,2015-04-14 11:14:50,30,"JDNDIFOGHLYFT","SEO","FireFox","M",25,2370363.88215279,0
314239,2015-04-01 02:39:06,2015-04-02 10:02:32,51,"QEOBGLROWGJIR","SEO","FireFox","M",33,214084186.622401,0
363883,2015-04-15 15:40:51,2015-06-20 08:04:18,35,"HCFDHCELNHESR","SEO","FireFox","M",19,1622414092.40606,0
128121,2015-08-08 04:27:16,2015-09-26 01:09:42,18,"JOADUZVUCRKMF","SEO","FireFox","M",29,396288638.80723,0
182497,2015-05-15 11:56:28,2015-08-17 17:41:17,30,"MSDZELNBLLOKD","Direct","FireFox","M",44,2764259063.12263,0
201307,2015-06-17 11:00:27,2015-09-02 00:51:00,53,"IQYAFUXIOVONR","Ads","Safari","M",47,284549909.609816,0
144508,2015-01-27 16:17:39,2015-03-09 23:52:46,18,"URLIGWSKZTYJG","SEO","Chrome","M",31,3519243501.90679,0
181544,2015-07-31 07:13:51,2015-10-01 06:41:48,16,"EPPCQOUFVGSLI","Ads","Chrome","M",38,3400413138.72403,0
138396,2015-04-14 15:55:09,2015-07-26 13:28:25,20,"AFCCIZUWIJZUW","Ads","Chrome","M",37,1008903893.13188,0
88328,2015-06-08 13:20:20,2015-07-02 14:34:24,33,"UYTZDWPSLUOTC","Ads","Chrome","F",36,3847961106.07724,0
390157,2015-08-11 05:06:21,2015-10-20 20:24:46,72,"OMUCPKZZNLLES","SEO","Safari","M",29,1274972178.90478,0
102585,2015-01-02 22:09:22,2015-03-27 06:06:44,11,"YRAPVMSAWCYVR","Ads","Safari","F",28,3567007823.91833,0
73537,2015-02-06 15:39:46,2015-02-07 02:58:24,25,"JCHWBQAVUYKAC","Ads","Chrome","F",42,1759367228.45849,0
360723,2015-04-09 22:19:41,2015-06-08 21:01:56,21,"FZLPKEZSTUSCB","SEO","Chrome","M",42,2370368214.77318,0
201265,2015-05-28 13:03:48,2015-07-11 10:34:09,41,"ONXMYZQAXHIPQ","SEO","FireFox","M",33,415116972.704051,0
64855,2015-08-16 11:22:18,2015-09-26 15:03:38,13,"HOHTOZNSUBLRC","Direct","Chrome","M",24,888048294.841634,0
125552,2015-05-03 21:04:19,2015-07-07 17:44:22,35,"QXMKRNUSCXSHP","SEO","Safari","M",27,4203203112.16488,0
144419,2015-07-18 17:34:42,2015-09-07 02:21:18,56,"GMLAXDWGGVPQV","Ads","Chrome","F",24,4070532699.40469,0
177268,2015-02-24 10:50:11,2015-04-12 20:15:18,81,"LFLDKQQBYUMMH","Ads","Chrome","M",29,2589065007.2104,0
22379,2015-02-16 14:23:29,2015-05-01 01:22:27,32,"ESYNIKZEVJYAS","Direct","IE","M",46,2455052925.66101,0
321979,2015-01-09 15:26:38,2015-01-09 15:26:39,16,"ZAZYLIQMWLANX","Ads","Chrome","F",31,2070956547.20849,1
85794,2015-03-10 18:36:49,2015-04-29 06:56:31,19,"BHJANLQTJJWCR","SEO","IE","F",37,944409611.482238,0
193596,2015-07-10 17:45:59,2015-08-06 14:00:01,22,"BWIUYYOZYXGTP","SEO","IE","F",41,1785808197.89855,0
213802,2015-07-29 07:43:29,2015-10-17 06:58:42,17,"AXNIOEPHQLFQC","SEO","Safari","F",24,2274700712.14379,0
204211,2015-04-12 01:23:00,2015-05-05 09:17:42,22,"IPTDAAMPSVPGB","Direct","Chrome","F",31,208644942.329417,0
143036,2015-03-22 01:56:21,2015-06-23 04:58:50,17,"KTJYAVKUGTESJ","SEO","Safari","F",33,1987220848.47537,0
333389,2015-02-06 11:19:40,2015-04-11 07:23:21,38,"RZNQWCGDBIQSW","Direct","Chrome","F",40,4022518928.78997,0
243050,2015-05-23 23:12:47,2015-06-11 19:27:16,39,"NAMKMYZIJTCXU","Ads","Chrome","M",26,3039462360.08916,0
293961,2015-05-19 11:40:39,2015-07-26 00:59:58,21,"LSQBHRGUOBQVG","SEO","Chrome","M",41,1987525079.55598,0
195247,2015-04-17 21:59:28,2015-07-25 02:13:27,44,"SWLXBDXCBUUCJ","Direct","Chrome","F",21,4078445400.24555,0
79798,2015-05-04 05:41:49,2015-06-14 20:05:44,37,"LKYBHYEIEDTPP","Ads","Safari","F",21,2404055180.57262,1
349987,2015-05-31 02:38:27,2015-07-26 12:17:18,41,"XCDFPTBIXYVXP","SEO","Safari","M",52,1155381529.54075,0
49401,2015-01-30 18:42:10,2015-04-11 03:14:08,32,"JREWKOIVBTVCN","Ads","IE","M",23,3741817855.63519,0
50309,2015-04-14 20:14:54,2015-07-04 03:26:33,9,"JGLVXIVKJDUAL","Direct","Chrome","M",28,411012474.036111,0
78425,2015-01-01 13:50:30,2015-01-01 13:50:31,34,"RUFEYRNHBWXWK","Ads","Chrome","M",36,2048906551.77631,1
360388,2015-04-14 23:27:37,2015-08-10 02:45:57,35,"ZAODUDEWPQRIT","Ads","Chrome","M",41,614033435.501458,0
306528,2015-02-26 09:41:09,2015-06-01 20:34:36,24,"SGZUMULFZRVEH","SEO","IE","M",21,674729028.954704,0
182892,2015-06-30 06:04:46,2015-08-05 23:59:14,56,"NENJZTEYUWJLK","Ads","Chrome","M",33,1247612702.33271,0
237542,2015-01-24 23:48:27,2015-03-10 21:37:57,32,"VFIVKEXLTAAFO","Direct","FireFox","M",36,1666585022.10493,0
22416,2015-08-01 17:22:15,2015-08-12 16:38:44,20,"EVRGZKJNNESSD","SEO","Chrome","F",30,3574490094.78956,0
226238,2015-08-07 09:26:45,2015-10-30 17:54:58,10,"EYWASPGSNHKGW","SEO","IE","M",34,1338139476.57304,0
318795,2015-04-06 20:16:20,2015-06-08 17:50:51,25,"LLIRLETHEAOEI","Direct","IE","M",31,3212909257.20513,0
20106,2015-08-15 17:00:36,2015-09-10 09:49:17,85,"OCQHLEHNEGNWV","SEO","Chrome","F",30,3749246708.43911,0
319190,2015-05-05 23:08:26,2015-05-27 23:40:34,42,"MMBZWDSVRZRXI","SEO","IE","F",28,1318238551.61494,0
137059,2015-05-25 22:20:33,2015-09-07 17:16:14,23,"GTJNZQGSRAYXM","Direct","IE","M",35,2251066254.33027,0
331557,2015-03-08 23:32:51,2015-03-20 18:25:32,23,"CTPKRKRNWMJJC","Ads","FireFox","F",25,3643181986.24887,0
14167,2015-01-25 20:09:18,2015-05-22 01:17:38,21,"OGZUDNDWHBLBZ","SEO","Chrome","F",25,662596862.185059,0
226141,2015-05-02 20:20:45,2015-05-10 08:43:54,20,"XLGSBYVGMSILD","SEO","Chrome","M",37,4084452101.96175,0
181560,2015-04-25 22:21:16,2015-07-07 22:59:06,27,"BQOGAEGVXJLDT","Ads","IE","M",33,184074221.325196,0
153179,2015-01-11 19:42:23,2015-01-22 03:06:39,38,"GCOJBPSTLLROM","SEO","Chrome","M",30,3136735033.78011,0
3036,2015-02-21 19:50:29,2015-02-24 11:36:01,9,"PBZEJBQMLXONV","SEO","Chrome","M",29,2462635376.1286,0
39547,2015-08-15 10:30:59,2015-08-15 18:59:14,35,"JPFRMZBXYFATN","Ads","Chrome","F",37,684010079.719093,0
199930,2015-01-07 14:27:12,2015-04-23 16:22:42,36,"ONECCKFJPCBCG","Ads","Opera","F",30,3308934732.72433,0
26458,2015-01-31 18:59:44,2015-02-10 22:09:25,15,"EVCRLQZHAQGIV","SEO","FireFox","F",41,2370839586.42074,0
92244,2015-08-03 18:04:21,2015-09-07 10:39:59,29,"WWSCQQUHIUIAB","SEO","IE","M",29,258048120.267571,0
11324,2015-08-09 23:46:47,2015-12-07 16:41:52,12,"LLRFXZCVKYMJO","Ads","Chrome","F",28,3384472555.5331,0
162358,2015-06-02 02:52:22,2015-06-28 06:07:24,50,"SMAONJPVESCOF","Direct","Chrome","F",32,534585884.942247,0
1958,2015-07-12 23:34:09,2015-07-20 22:09:34,22,"MJCITWXXVFQPD","SEO","Chrome","M",27,3786970785.69692,0
249497,2015-06-05 08:37:38,2015-06-15 06:40:15,63,"LUCOVRJVNRTEL","Ads","Safari","F",32,881203149.468387,0
287600,2015-05-25 11:52:46,2015-09-14 20:28:42,45,"SBICGRBPRKRIQ","Ads","IE","M",37,2050359678.85687,1
203267,2015-01-09 11:01:16,2015-04-09 17:50:10,15,"KNOOHOQIQURKI","SEO","Safari","F",25,410884494.480971,0
189318,2015-04-25 17:57:37,2015-07-30 14:31:57,21,"ZCVLNESOMZBMJ","Ads","FireFox","F",20,3537823573.1968,0
301134,2015-07-24 10:12:19,2015-11-15 05:08:02,73,"WWEHKXIGMMHEH","Ads","IE","M",31,3176321759.6864,0
149622,2015-03-01 09:15:58,2015-03-05 03:31:51,13,"LKZSDZLIAEBLO","SEO","IE","F",27,1051329725.71843,0
359677,2015-02-21 15:50:45,2015-04-09 05:17:15,72,"IZMIWGTIHWANR","SEO","IE","F",43,3085327139.96807,0
121395,2015-04-25 06:31:56,2015-05-02 05:45:08,29,"RYXRDUIRJFRTD","Ads","IE","F",37,3084055027.56336,0
361901,2015-03-28 09:47:14,2015-06-28 16:44:55,36,"BJSBFGEIAVHQJ","SEO","Chrome","M",39,106749018.547419,0
186103,2015-05-31 04:57:56,2015-09-12 19:03:12,23,"FQSKZRNLWUALE","SEO","IE","M",30,2831677687.00259,0
10024,2015-02-13 09:18:46,2015-04-02 20:52:17,72,"OHZGQFAKLBWYD","Ads","Chrome","F",45,297378990.282643,0
215277,2015-03-30 04:40:28,2015-03-30 09:24:14,82,"MQSYHYVZZUVEQ","Direct","Chrome","M",23,2436660643.12961,1
235545,2015-05-29 13:15:39,2015-06-08 02:32:11,31,"VTEQTWJCLNYUA","SEO","IE","F",18,1694147717.72349,0
330710,2015-02-12 19:17:40,2015-03-15 19:02:58,10,"COANELIIEPIVZ","Direct","IE","M",29,1402299547.78075,0
264561,2015-07-09 18:36:43,2015-07-25 05:07:12,20,"IPIMXCQTIMWXL","Ads","Safari","F",43,3747898788.82211,0
39493,2015-04-28 16:29:41,2015-07-29 02:28:04,77,"KNDIZKBMJJTMZ","Direct","Safari","F",22,728200406.377294,0
88315,2015-07-19 22:25:16,2015-10-16 05:36:51,18,"TSOWIEUTXJRVU","Ads","Chrome","F",23,3717162298.37288,0
89913,2015-08-14 11:25:10,2015-10-07 18:45:43,40,"JTKCSOSDUGRQB","Ads","IE","M",32,105139781.533962,0
276695,2015-06-07 22:12:58,2015-07-02 20:52:37,36,"XAXPFNDPTVBOF","Ads","Chrome","F",26,1185890579.35045,0
355434,2015-08-06 16:11:16,2015-09-26 22:00:04,25,"TCVHYQSXWTWIU","SEO","Chrome","F",39,1496986878.90711,0
89541,2015-05-21 22:12:15,2015-05-22 02:27:21,45,"ZSRNSVGKWFPPM","SEO","IE","M",30,491259894.870972,0
394058,2015-01-11 14:54:26,2015-04-15 23:24:26,61,"GOXEGOVDXZSAL","SEO","Safari","F",25,915265273.751958,0
356718,2015-03-16 15:59:00,2015-05-24 03:34:07,54,"GSKANMXKSIWZY","Ads","Chrome","M",32,1975410302.36435,0
5913,2015-02-14 20:54:49,2015-03-19 02:56:03,18,"AIWNVQPFRMEYF","Direct","Chrome","M",40,3833472861.21034,0
282407,2015-08-01 06:07:23,2015-09-30 19:35:45,28,"NIEQIMXPQRWWK","Direct","Chrome","F",33,2683087821.04041,0
1717,2015-01-23 14:57:07,2015-05-17 00:48:55,74,"AEKAFMKTDQRYD","SEO","Chrome","M",30,30473098.940053,0
132254,2015-05-03 15:29:21,2015-06-03 15:14:24,78,"ECUZIWPUHUTGJ","SEO","FireFox","M",22,239488631.945988,0
377155,2015-04-19 13:45:35,2015-06-02 18:15:31,84,"SDITBTGXLZJCJ","SEO","Safari","M",47,1061716396.53017,0
1535,2015-01-18 12:17:37,2015-04-13 09:43:47,42,"CQRNKDJYMNVSA","Direct","Chrome","M",25,4009208062.06773,1
391008,2015-03-19 00:18:45,2015-05-02 09:02:14,31,"DDHELQEEENGDN","SEO","IE","F",28,2583561319.02213,0
58401,2015-01-05 23:41:18,2015-04-26 03:48:28,59,"ZZMCSCTOKNAEL","SEO","IE","M",44,3037273976.96033,0
33537,2015-04-05 20:07:03,2015-05-28 00:58:34,34,"NBLHVBCWWLMIY","SEO","Safari","M",41,601401997.897637,0
204545,2015-01-04 21:31:03,2015-01-04 21:31:04,31,"GVROQHGFQEPJP","SEO","Chrome","M",40,2613575963.21995,1
31905,2015-03-07 16:51:49,2015-05-21 02:18:10,14,"AUVTKMSADKJTF","Ads","Chrome","M",18,2533186490.15403,0
42125,2015-05-06 15:18:29,2015-06-03 02:43:10,33,"GKJKKHCTYINEL","Ads","Chrome","M",24,1050469610.65916,0
232857,2015-08-11 07:41:47,2015-12-05 18:52:48,30,"SRAESAOLFNAGI","Ads","Chrome","M",23,2222083898.60433,0
372208,2015-04-30 22:25:07,2015-05-03 15:13:09,62,"NDKUYXGLTWZED","Ads","IE","F",36,3001221588.67599,0
11735,2015-01-07 06:15:23,2015-01-07 06:15:24,32,"JCQENXBIGGAEQ","Ads","Chrome","F",21,1576056545.28083,1
79832,2015-07-26 09:50:07,2015-10-14 22:49:12,43,"ZNUQOBPBOZNYX","SEO","Safari","M",26,3651755856.27067,1
171213,2015-06-10 22:46:01,2015-10-06 17:10:18,36,"UYKXBFULHGUEO","SEO","FireFox","M",22,1224192487.38263,0
259125,2015-05-31 12:39:48,2015-07-24 00:01:51,76,"KXCWIJHZEPQEM","Direct","Chrome","M",29,1416609785.83925,0
336036,2015-03-15 23:39:22,2015-03-20 08:41:02,10,"ICXGDQFRSJEHV","Ads","IE","M",34,929279940.618412,0
272623,2015-02-28 18:17:28,2015-04-13 09:11:32,24,"GXSHUPWTWGPHH","SEO","IE","F",31,2768620129.92905,0
107369,2015-04-17 07:07:18,2015-06-13 17:28:00,39,"LRHDHINSAFHQD","Direct","Safari","M",19,2585430287.93447,0
190177,2015-03-24 15:02:55,2015-04-07 22:25:42,57,"UGGARUJFPFFZM","Ads","IE","M",41,2983778463.07172,0
45209,2015-01-05 06:46:58,2015-04-27 02:15:58,35,"QSGTWHJGRPSXI","SEO","Chrome","F",35,2138252026.55025,0
118721,2015-07-02 00:51:29,2015-09-18 15:41:37,47,"MAIIXXSYIFZVG","SEO","FireFox","M",38,952892860.449253,0
383460,2015-06-25 08:34:49,2015-09-14 16:14:02,11,"FZNEFRJDZPHTR","Direct","Chrome","M",28,2990397250.38562,0
320282,2015-04-29 23:50:27,2015-05-06 17:43:10,27,"QPOSIDGQFMCNH","SEO","FireFox","F",39,2903574846.84491,0
337143,2015-01-15 13:33:41,2015-04-24 05:33:31,51,"PDZGDSPFNYFUW","Ads","Chrome","M",27,3816686305.96871,0
344883,2015-02-26 02:40:46,2015-05-16 14:46:05,41,"DVBXHEIANYASV","Ads","IE","F",34,2352344661.15845,0
327413,2015-04-28 02:58:02,2015-07-03 13:51:04,47,"WHMCEXKFNPCKV","Ads","Chrome","M",32,609087085.07734,0
368798,2015-03-12 06:20:42,2015-07-07 08:17:21,41,"VHXUQXDEVISEQ","Ads","Chrome","M",20,1559049520.86136,0
239384,2015-07-01 11:40:48,2015-10-23 18:57:05,70,"AHXBBZLXVNVVZ","SEO","FireFox","M",37,4094581542.19783,1
351676,2015-04-06 03:01:43,2015-05-25 00:14:12,57,"LGQVOZRNMQYSJ","Direct","FireFox","F",34,279670695.451421,0
165759,2015-01-15 23:50:06,2015-03-20 06:56:50,14,"ZYQHBBQVBCTSQ","SEO","Chrome","F",18,3764242385.1532,0
188899,2015-04-10 23:55:52,2015-04-19 14:13:17,13,"QXFGKAEEFSDUS","Direct","Chrome","M",34,1677084931.8739,0
247807,2015-04-11 12:55:51,2015-04-24 11:13:18,73,"VJTKQEONXMVNM","SEO","IE","F",47,2067810762.61502,0
390570,2015-04-03 07:51:25,2015-05-21 03:44:39,41,"DQRULOXZBRFKO","Ads","IE","M",45,4291271955.23198,0
78724,2015-05-03 06:03:04,2015-08-04 23:01:17,28,"RGXCYTMATNOYF","Ads","FireFox","M",28,2701237929.85796,0
374467,2015-03-17 03:46:08,2015-06-27 13:48:34,15,"JRDRJOJUAQXBW","SEO","Chrome","M",33,1203958594.48285,0
165043,2015-05-16 14:31:31,2015-07-15 06:59:02,57,"DOZYJHCONEKAM","SEO","Chrome","F",31,4019210028.01845,0
